ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
104	27	-1	0	0	0	0	-90.565566 38.72383,-90.565482 38.723762,-90.565351 38.723714
171	167	-1	0	0	0	0	-90.562556 38.722989,-90.561979 38.723207
171	265	-1	0	0	0	0	-90.562556 38.722989,-90.562609 38.723092,-90.562654 38.723182,-90.56273 38.723341000000005,-90.562769 38.72344
218	203	-1	0	0	0	0	-90.568204 38.721723,-90.568206 38.721519
218	252	-1	0	0	0	0	-90.568204 38.721723,-90.568203 38.721798,-90.568197 38.721929
27	104	-1	0	0	0	0	-90.565351 38.723714,-90.565482 38.723762,-90.565566 38.72383
50	23	-1	0	0	0	0	-90.558503 38.728239,-90.558243 38.72824
97	5	-1	0	0	0	0	-90.54993 38.737646,-90.549927 38.737432
97	96	-1	0	0	0	0	-90.54993 38.737646,-90.548569 38.737635999999995,-90.548537 38.737629,-90.548521 38.737611
67	59	-1	0	0	0	0	-90.566537 38.754602,-90.566487 38.754633999999996,-90.565722 38.754808
236	179	-1	0	0	0	0	-90.567484 38.734929,-90.567481 38.734375
236	234	-1	0	0	0	0	-90.567484 38.734929,-90.567486 38.735361
174	172	-1	0	0	0	0	-90.567385 38.727706999999995,-90.567405 38.726828999999995,-90.567458 38.726355999999996,-90.567467 38.726231999999996
16	158	-1	0	0	0	0	-90.543661 38.724402999999995,-90.542773 38.724391
16	264	-1	0	0	0	0	-90.543661 38.724402999999995,-90.544559 38.724416000000005
26	103	-1	0	0	0	0	-90.558286 38.727011000000005,-90.558546 38.727011000000005
207	187	-1	0	0	0	0	-90.541256 38.725148000000004,-90.541217 38.72522,-90.540994 38.725653,-90.540827 38.725986,-90.540804 38.726034999999996
207	221	-1	0	0	0	0	-90.541256 38.725148000000004,-90.541337 38.724992,-90.541421 38.724839,-90.541448 38.724786,-90.541474 38.724719,-90.541483 38.72467
245	156	-1	0	0	0	0	-90.541392 38.724430999999996,-90.541545 38.724419
245	221	-1	0	0	0	0	-90.541392 38.724430999999996,-90.541405 38.724558,-90.541483 38.72467
245	287	-1	0	0	0	0	-90.541392 38.724430999999996,-90.539946 38.724642,-90.538141 38.724924,-90.535802 38.725291,-90.533806 38.7256,-90.533656 38.725623,-90.53094 38.726046,-90.530303 38.726144000000005,-90.527365 38.726607,-90.526036 38.726848000000004,-90.524412 38.727141,-90.522931 38.727438,-90.522531 38.727515,-90.521409 38.727745,-90.521198 38.727793,-90.520715 38.727866,-90.519542 38.728091,-90.518757 38.728241,-90.518135 38.728361,-90.517746 38.72844,-90.516839 38.728627,-90.516376 38.728722000000005,-90.515225 38.72896,-90.514459 38.729108,-90.513874 38.729212000000004,-90.512221 38.72949,-90.511688 38.729566,-90.511442 38.729585,-90.510358 38.729747,-90.509734 38.729839,-90.508793 38.729971,-90.508567 38.730074,-90.507567 38.730288,-90.505723 38.730529000000004,-90.505359 38.730568000000005,-90.504432 38.730681000000004,-90.50408 38.730728,-90.503111 38.730852999999996,-90.50218 38.730982,-90.502062 38.730998,-90.501325 38.731103000000004,-90.500182 38.731314,-90.499809 38.731370999999996,-90.498851 38.731516,-90.49798 38.731637,-90.497064 38.731774,-90.494556 38.732183,-90.493952 38.732301,-90.490928 38.732969,-90.490417 38.733083,-90.489727 38.73323,-90.488062 38.733598,-90.482308 38.734789,-90.48173 38.734893,-90.48132 38.73496,-90.480693 38.735056,-90.480507 38.735085999999995,-90.478829 38.735338,-90.478096 38.735448000000005,-90.477697 38.735507,-90.476227 38.735728,-90.474649 38.735966000000005,-90.474495 38.735989000000004,-90.472931 38.736224,-90.470905 38.736516,-90.470726 38.736539,-90.470607 38.736554,-90.470237 38.736597,-90.469295 38.73665,-90.469161 38.736648,-90.468743 38.736655,-90.467866 38.736648,-90.467251 38.736643,-90.467125 38.736643,-90.466637 38.736639,-90.466523 38.736641,-90.465977 38.736658,-90.465668 38.73666,-90.464376 38.736667,-90.463603 38.736667,-90.463527 38.736667,-90.463329 38.736670000000004,-90.463 38.736675000000005,-90.462764 38.736678999999995,-90.462674 38.736681000000004,-90.462135 38.736689,-90.461682 38.736694,-90.461524 38.736697,-90.460797 38.73646,-90.459947 38.735764,-90.459177 38.734839,-90.459152 38.734731,-90.459135 38.734359999999995,-90.459085 38.733755,-90.459008 38.732822,-90.458357 38.729139,-90.458254 38.728049,-90.458189 38.727362,-90.45814 38.726881,-90.458097 38.726376,-90.458088 38.726267,-90.457966 38.724978,-90.457704 38.722396,-90.457626 38.721374,-90.457608 38.721165,-90.457581 38.720787,-90.457537 38.720156,-90.457471 38.719221000000005,-90.457443 38.718891,-90.457358 38.717773,-90.457198 38.716046,-90.456817 38.711989,-90.456588 38.709641000000005,-90.456414 38.707863,-90.456401 38.707723,-90.45639 38.707585,-90.456378 38.707469,-90.456357 38.707242,-90.456344 38.707092,-90.456309 38.706706,-90.456293 38.706529,-90.45623 38.705872,-90.456147 38.704949,-90.456127 38.704698,-90.456092 38.704402,-90.456009 38.703691,-90.455904 38.702977000000004,-90.455114 38.698948,-90.455084 38.698795000000004,-90.454941 38.698074,-90.454874 38.697735,-90.454787 38.697308,-90.454739 38.697075999999996,-90.454717 38.696976,-90.454375 38.695274,-90.454098 38.693892000000005,-90.454026 38.693517,-90.453942 38.693084999999996,-90.453606 38.691414,-90.453582 38.691296,-90.453468 38.690728,-90.453413 38.690435,-90.453303 38.689782,-90.453056 38.688287,-90.452924 38.6873,-90.45252 38.683627,-90.452492 38.683316000000005,-90.452396 38.682362,-90.452337 38.681731,-90.452321 38.681568999999996,-90.452104 38.679415,-90.452026 38.678505,-90.452003 38.678354999999996,-90.451985 38.678227,-90.451974 38.678096,-90.451968 38.678020000000004,-90.451959 38.677751,-90.451858 38.676818999999995,-90.45158 38.673624000000004,-90.451488 38.672752,-90.451199 38.669934,-90.451158 38.669427999999996,-90.451071 38.668609000000004,-90.450967 38.667471,-90.450946 38.667242,-90.450692 38.664784,-90.450498 38.662785,-90.450256 38.660881,-90.450188 38.660449,-90.450158 38.660236,-90.450123 38.660036000000005,-90.449727 38.657849,-90.449622 38.657314,-90.449564 38.657004,-90.449552 38.656943,-90.449538 38.656872,-90.448217 38.650542,-90.448149 38.650197,-90.448124 38.650071,-90.448014 38.649584000000004,-90.44791 38.64911,-90.44744 38.646813,-90.447395 38.646588,-90.447284 38.646057,-90.446993 38.644607,-90.446724 38.643273,-90.446197 38.640686,-90.446115 38.640281,-90.444203 38.630736999999996,-90.443976 38.629646,-90.44391 38.629357,-90.443857 38.629132999999996,-90.443697 38.628524999999996,-90.443411 38.627162,-90.44338 38.626987,-90.443362 38.626913,-90.443351 38.626854,-90.443322 38.626699,-90.443307 38.626616,-90.443295 38.626553,-90.443264 38.626369,-90.442815 38.624114,-90.442794 38.624004,-90.442778 38.623923000000005,-90.442483 38.621088,-90.442029 38.619506,-90.442233 38.619456,-90.442494 38.619448,-90.442806 38.619447,-90.443225 38.619451999999995,-90.44414 38.619460000000004,-90.444276 38.619461,-90.444458 38.619462999999996,-90.444731 38.619466,-90.445025 38.61947,-90.445373 38.619474,-90.445853 38.619479,-90.445954 38.619481,-90.446295 38.619482000000005,-90.447724 38.619485999999995,-90.448442 38.619485,-90.449424 38.619487,-90.449474 38.617754000000005,-90.449457 38.616066000000004,-90.450464 38.613192,-90.450718 38.613096,-90.45146 38.612815999999995,-90.451636 38.612773000000004,-90.451767 38.612762000000004,-90.453251 38.613293999999996
245	288	-1	0	0	0	0	-90.541392 38.724430999999996,-90.539946 38.724642,-90.538141 38.724924,-90.535802 38.725291,-90.533806 38.7256,-90.533656 38.725623,-90.53094 38.726046,-90.530303 38.726144000000005,-90.527365 38.726607,-90.526036 38.726848000000004,-90.524412 38.727141,-90.522931 38.727438,-90.522531 38.727515,-90.521409 38.727745,-90.521198 38.727793,-90.520715 38.727866,-90.519542 38.728091,-90.518757 38.728241,-90.518135 38.728361,-90.517746 38.72844,-90.516839 38.728627,-90.516376 38.728722000000005,-90.515225 38.72896,-90.514459 38.729108,-90.513874 38.729212000000004,-90.512221 38.72949,-90.511688 38.729566,-90.511442 38.729585,-90.510358 38.729747,-90.509734 38.729839,-90.508793 38.729971,-90.508567 38.730074,-90.507567 38.730288,-90.505723 38.730529000000004,-90.505359 38.730568000000005,-90.504432 38.730681000000004,-90.50408 38.730728,-90.503111 38.730852999999996,-90.50218 38.730982,-90.502062 38.730998,-90.501325 38.731103000000004,-90.500182 38.731314,-90.499809 38.731370999999996,-90.498851 38.731516,-90.49798 38.731637,-90.497064 38.731774,-90.494556 38.732183,-90.493952 38.732301,-90.490928 38.732969,-90.490417 38.733083,-90.489727 38.73323,-90.488062 38.733598,-90.482308 38.734789,-90.48173 38.734893,-90.48132 38.73496,-90.480693 38.735056,-90.480507 38.735085999999995,-90.478829 38.735338,-90.478096 38.735448000000005,-90.477697 38.735507,-90.476227 38.735728,-90.474649 38.735966000000005,-90.474495 38.735989000000004,-90.472931 38.736224,-90.470905 38.736516,-90.470726 38.736539,-90.470607 38.736554,-90.470237 38.736597,-90.469295 38.73665,-90.469161 38.736648,-90.468743 38.736655,-90.467866 38.736648,-90.467251 38.736643,-90.467125 38.736643,-90.466637 38.736639,-90.466523 38.736641,-90.465977 38.736658,-90.465668 38.73666,-90.464376 38.736667,-90.463603 38.736667,-90.463527 38.736667,-90.463329 38.736670000000004,-90.463 38.736675000000005,-90.462764 38.736678999999995,-90.462674 38.736681000000004,-90.462135 38.736689,-90.461682 38.736694,-90.461524 38.736697,-90.460797 38.73646,-90.459947 38.735764,-90.459177 38.734839,-90.459152 38.734731,-90.459135 38.734359999999995,-90.459085 38.733755,-90.459008 38.732822,-90.458357 38.729139,-90.458254 38.728049,-90.458189 38.727362,-90.45814 38.726881,-90.458097 38.726376,-90.458088 38.726267,-90.457966 38.724978,-90.457704 38.722396,-90.457626 38.721374,-90.457608 38.721165,-90.457581 38.720787,-90.457537 38.720156,-90.457471 38.719221000000005,-90.457443 38.718891,-90.457358 38.717773,-90.457198 38.716046,-90.456817 38.711989,-90.456588 38.709641000000005,-90.456414 38.707863,-90.456401 38.707723,-90.45639 38.707585,-90.456378 38.707469,-90.456357 38.707242,-90.456344 38.707092,-90.456309 38.706706,-90.456293 38.706529,-90.45623 38.705872,-90.456147 38.704949,-90.456127 38.704698,-90.456092 38.704402,-90.456009 38.703691,-90.455904 38.702977000000004,-90.455114 38.698948,-90.455084 38.698795000000004,-90.454941 38.698074,-90.454874 38.697735,-90.454787 38.697308,-90.454739 38.697075999999996,-90.454717 38.696976,-90.454375 38.695274,-90.454098 38.693892000000005,-90.454026 38.693517,-90.453942 38.693084999999996,-90.453606 38.691414,-90.453582 38.691296,-90.453468 38.690728,-90.453413 38.690435,-90.453303 38.689782,-90.453056 38.688287,-90.452924 38.6873,-90.45252 38.683627,-90.452492 38.683316000000005,-90.452396 38.682362,-90.452337 38.681731,-90.452321 38.681568999999996,-90.452104 38.679415,-90.452026 38.678505,-90.452003 38.678354999999996,-90.451985 38.678227,-90.451974 38.678096,-90.451968 38.678020000000004,-90.451959 38.677751,-90.451858 38.676818999999995,-90.45158 38.673624000000004,-90.451488 38.672752,-90.451199 38.669934,-90.451158 38.669427999999996,-90.451071 38.668609000000004,-90.450967 38.667471,-90.450946 38.667242,-90.450692 38.664784,-90.450498 38.662785,-90.450256 38.660881,-90.450188 38.660449,-90.450158 38.660236,-90.450123 38.660036000000005,-90.449727 38.657849,-90.449622 38.657314,-90.449564 38.657004,-90.449552 38.656943,-90.449538 38.656872,-90.448217 38.650542,-90.448149 38.650197,-90.448124 38.650071,-90.448014 38.649584000000004,-90.44791 38.64911,-90.44744 38.646813,-90.447395 38.646588,-90.447284 38.646057,-90.446993 38.644607,-90.446724 38.643273,-90.446197 38.640686,-90.446115 38.640281,-90.444203 38.630736999999996,-90.443976 38.629646,-90.44391 38.629357,-90.443857 38.629132999999996,-90.443697 38.628524999999996,-90.443411 38.627162,-90.44338 38.626987,-90.443362 38.626913,-90.443351 38.626854,-90.443322 38.626699,-90.443307 38.626616,-90.443295 38.626553,-90.443264 38.626369,-90.442815 38.624114,-90.442794 38.624004,-90.442778 38.623923000000005,-90.440104 38.616766999999996,-90.43995 38.616584,-90.438904 38.615269999999995,-90.438045 38.614119,-90.437837 38.613749999999996,-90.43741 38.612749,-90.436969 38.61147,-90.436747 38.610839999999996,-90.43676 38.610623000000004,-90.436685 38.610278,-90.4366 38.60996,-90.4365 38.609593000000004,-90.436234 38.608143999999996,-90.435772 38.606577,-90.435479 38.606137000000004,-90.435064 38.605689999999996,-90.434876 38.60552,-90.434728 38.605391999999995,-90.434625 38.605315000000004,-90.433704 38.604798,-90.432824 38.604397,-90.430078 38.603159000000005,-90.429799 38.603035,-90.429601 38.602948,-90.429455 38.602884,-90.425221 38.600956,-90.425144 38.60092,-90.424628 38.600682,-90.424259 38.600516,-90.423993 38.600387,-90.423412 38.600127,-90.423136 38.6,-90.422076 38.599531999999996,-90.42181 38.599402999999995,-90.419641 38.598411999999996,-90.417748 38.597565,-90.415414 38.595670999999996,-90.415305 38.595507999999995,-90.414604 38.593841,-90.414508 38.593494,-90.41447 38.593349,-90.414453 38.593284,-90.414374 38.592989,-90.414042 38.591778000000005,-90.412971 38.587817,-90.412937 38.587688,-90.412823 38.587283,-90.412394 38.585752,-90.41215 38.584900000000005,-90.411723 38.583267,-90.411646 38.58298,-90.411208 38.581379,-90.410878 38.577951999999996,-90.411181 38.576475,-90.41122 38.576262,-90.411426 38.575184,-90.411495 38.574857,-90.411528 38.574696,-90.411567 38.574467,-90.411599 38.574309,-90.411719 38.573683,-90.410933 38.569364,-90.410576 38.568897,-90.410458 38.568741,-90.410294 38.568522,-90.410187 38.568379,-90.409809 38.567868000000004,-90.409246 38.567122,-90.409099 38.566929,-90.408563 38.566188,-90.408342 38.565833999999995,-90.408229 38.565696,-90.405651 38.560451,-90.405393 38.55934,-90.405098 38.558159,-90.404695 38.556633000000005,-90.404076 38.554193999999995,-90.404027 38.554010000000005,-90.403863 38.553421,-90.40543 38.547662,-90.406201 38.545994,-90.407596 38.542972,-90.407625 38.542891999999995,-90.407697 38.542696,-90.407768 38.542496,-90.40792 38.541889999999995,-90.407823 38.539902,-90.407397 38.538307,-90.407351 38.538131,-90.407325 38.538031000000004,-90.406509 38.534598,-90.405917 38.53098,-90.405892 38.530836,-90.405866 38.530682,-90.405857 38.530637,-90.405829 38.530443000000005,-90.405587 38.529246,-90.405549 38.529128,-90.404935 38.527696,-90.404713 38.527193,-90.404632 38.526973999999996,-90.404574 38.526838,-90.404528 38.526696,-90.404482 38.526537000000005,-90.404456 38.526389,-90.404397 38.525103,-90.404674 38.522766000000004,-90.40471 38.522558000000004,-90.40477 38.522137,-90.404807 38.521798000000004,-90.404775 38.520488,-90.404756 38.519925,-90.404712 38.518642,-90.404569 38.514213999999996,-90.399547 38.504451,-90.39917 38.503838,-90.39891 38.50322,-90.398363 38.501149,-90.398282 38.500832,-90.397494 38.497003,-90.397404 38.49664,-90.397367 38.496481,-90.397324 38.496306000000004,-90.39726 38.496010999999996,-90.397228 38.495863,-90.397052 38.495898,-90.396887 38.495920999999996,-90.396717 38.495964,-90.396186 38.496078,-90.395964 38.496121,-90.395735 38.495194999999995,-90.395455 38.4941,-90.395273 38.493352,-90.395197 38.493051,-90.395149 38.49286,-90.39497 38.492155,-90.394925 38.491968,-90.394394 38.489821,-90.394167 38.488894,-90.393751 38.487239
245	289	-1	0	0	0	0	-90.541392 38.724430999999996,-90.539946 38.724642,-90.538141 38.724924,-90.535802 38.725291,-90.533806 38.7256,-90.533656 38.725623,-90.53094 38.726046,-90.530303 38.726144000000005,-90.527365 38.726607,-90.526036 38.726848000000004,-90.524412 38.727141,-90.522931 38.727438,-90.522531 38.727515,-90.521409 38.727745,-90.521198 38.727793,-90.520715 38.727866,-90.519542 38.728091,-90.518757 38.728241,-90.518135 38.728361,-90.517746 38.72844,-90.516839 38.728627,-90.516376 38.728722000000005,-90.515225 38.72896,-90.514459 38.729108,-90.513874 38.729212000000004,-90.512221 38.72949,-90.511688 38.729566,-90.511442 38.729585,-90.510358 38.729747,-90.509734 38.729839,-90.508793 38.729971,-90.508567 38.730074,-90.507567 38.730288,-90.505723 38.730529000000004,-90.505359 38.730568000000005,-90.504432 38.730681000000004,-90.50408 38.730728,-90.503111 38.730852999999996,-90.50218 38.730982,-90.502062 38.730998,-90.501325 38.731103000000004,-90.500182 38.731314,-90.499809 38.731370999999996,-90.498851 38.731516,-90.49798 38.731637,-90.497064 38.731774,-90.494556 38.732183,-90.493952 38.732301,-90.490928 38.732969,-90.490417 38.733083,-90.489727 38.73323,-90.488062 38.733598,-90.482308 38.734789,-90.48173 38.734893,-90.48132 38.73496,-90.480693 38.735056,-90.480507 38.735085999999995,-90.478829 38.735338,-90.478096 38.735448000000005,-90.477697 38.735507,-90.476227 38.735728,-90.474649 38.735966000000005,-90.474495 38.735989000000004,-90.472931 38.736224,-90.470905 38.736516,-90.470726 38.736539,-90.470607 38.736554,-90.470237 38.736597,-90.469295 38.73665,-90.469161 38.736648,-90.468743 38.736655,-90.467866 38.736648,-90.467251 38.736643,-90.467125 38.736643,-90.466637 38.736639,-90.466523 38.736641,-90.465977 38.736658,-90.465668 38.73666,-90.464376 38.736667,-90.463603 38.736667,-90.463527 38.736667,-90.463329 38.736670000000004,-90.463 38.736675000000005,-90.462764 38.736678999999995,-90.462674 38.736681000000004,-90.462135 38.736689,-90.461682 38.736694,-90.461524 38.736697,-90.459734 38.736722,-90.459482 38.736726000000004,-90.459229 38.736733,-90.459188 38.736734999999996,-90.45893 38.73674,-90.458838 38.736742,-90.458699 38.736745,-90.458528 38.736746,-90.458454 38.736745,-90.458393 38.736747,-90.458234 38.736713,-90.458141 38.736706999999996,-90.458277 38.736146000000005,-90.458235 38.736655999999996,-90.458233 38.736751,-90.458207 38.73713,-90.458104 38.738568,-90.458032 38.739473000000004,-90.457934 38.740528,-90.457533 38.742717999999996,-90.457467 38.743006,-90.457418 38.743224999999995,-90.457335 38.74356,-90.457049 38.744772,-90.456475 38.74767,-90.45644 38.750659,-90.456441 38.751081,-90.456431 38.751616999999996,-90.456578 38.755109000000004,-90.4566 38.755685,-90.456612 38.755926,-90.456618 38.756078,-90.456703 38.756684,-90.45671 38.757090000000005,-90.456707 38.757905,-90.456701 38.758736999999996,-90.456699 38.759254999999996,-90.456642 38.763872,-90.45665 38.764858000000004,-90.456652 38.765061,-90.456651 38.765388,-90.456653 38.765741,-90.456654 38.765799,-90.456653 38.767297,-90.456642 38.767804,-90.456298 38.771682999999996,-90.456291 38.772851,-90.45629 38.774688999999995,-90.456286 38.775172,-90.456288 38.775256,-90.456307 38.778124,-90.456252 38.779054,-90.456259 38.779273,-90.456266 38.779493,-90.456272 38.779703,-90.456277 38.779855,-90.456281 38.779986,-90.455996 38.780091999999996,-90.455372 38.780371,-90.455329 38.78039,-90.453346 38.78124,-90.453225 38.781292,-90.451785 38.781912,-90.451389 38.782088,-90.451188 38.782168999999996,-90.450591 38.782419000000004,-90.44692 38.783977,-90.4467 38.783999,-90.44571 38.784056,-90.44503 38.784048999999996,-90.44486 38.784044,-90.443619 38.783924,-90.441035 38.783407,-90.439757 38.783128000000005,-90.438425 38.782834,-90.435853 38.782399,-90.433833 38.782489999999996,-90.433251 38.782607,-90.426835 38.786062,-90.426123 38.786358,-90.425651 38.786553999999995,-90.424983 38.786834999999996,-90.424906 38.786874999999995,-90.42423 38.787214,-90.42404 38.787317,-90.424005 38.787335999999996,-90.42379 38.787459999999996,-90.423591 38.787581,-90.422973 38.787958,-90.421218 38.789052,-90.420701 38.789390999999995,-90.419292 38.79011,-90.418984 38.790226000000004,-90.418222 38.790473,-90.417102 38.790739,-90.416151 38.790977999999996,-90.41542 38.791157999999996,-90.415126 38.791229,-90.413602 38.791606,-90.412103 38.79197,-90.410067 38.792463999999995,-90.409924 38.792499,-90.405932 38.794233,-90.405833 38.794309999999996,-90.404792 38.795255,-90.404298 38.795836,-90.404048 38.796182,-90.403752 38.796649,-90.403677 38.796782,-90.402954 38.798471,-90.402355 38.799992,-90.402011 38.800722,-90.400743 38.803290000000004,-90.400442 38.803897,-90.399719 38.805206999999996,-90.399654 38.805339000000004,-90.399554 38.805533,-90.399445 38.805743,-90.399397 38.805857,-90.399357 38.805946,-90.399107 38.806494,-90.398701 38.807814,-90.398733 38.811177,-90.398911 38.811986000000005,-90.398996 38.812274,-90.399049 38.812435,-90.399196 38.812895999999995,-90.399255 38.813092,-90.399376 38.813473,-90.400466 38.816945000000004,-90.400652 38.817521,-90.40069 38.817657,-90.400754 38.81785,-90.400805 38.818021,-90.400858 38.818175,-90.401009 38.818634,-90.401836 38.820797999999996,-90.402365 38.822159,-90.402393 38.82226,-90.402454 38.822484,-90.402515 38.822706,-90.402557 38.822857,-90.402579 38.822938,-90.402228 38.823478,-90.402122 38.823499,-90.402336 38.823533,-90.402827 38.823791,-90.402881 38.823999,-90.402945 38.824253999999996,-90.402998 38.824434,-90.403126 38.824666,-90.405983 38.829186,-90.406318 38.829595999999995,-90.406401 38.829712,-90.406974 38.830391,-90.411357 38.833354,-90.412296 38.833785,-90.412988 38.834092999999996,-90.413411 38.834286,-90.413863 38.834488
192	39	-1	0	0	0	0	-90.543944 38.742622999999995,-90.54393 38.741954
153	242	-1	0	0	0	0	-90.553296 38.744907,-90.55314 38.745487,-90.553084 38.745971999999995,-90.553083 38.746244000000004
261	226	-1	0	0	0	0	-90.541757 38.72784,-90.54177 38.72873,-90.541762 38.728834,-90.541746 38.728873
162	163	-1	0	0	0	0	-90.549152 38.724377000000004,-90.548872 38.724388000000005,-90.548197 38.724396,-90.547582 38.724404
162	182	-1	0	0	0	0	-90.549152 38.724377000000004,-90.549159 38.724548,-90.549167 38.724759,-90.54917 38.724886999999995
112	100	-1	0	0	0	0	-90.554281 38.737573,-90.554264 38.737583,-90.554236 38.737586,-90.552868 38.737607
150	95	-1	0	0	0	0	-90.560856 38.742384,-90.560968 38.742575,-90.561076 38.742748,-90.561197 38.742908,-90.561341 38.743048,-90.561503 38.743188,-90.561697 38.743325,-90.561938 38.743460999999996,-90.562204 38.743586,-90.562471 38.743685
70	251	-1	0	0	0	0	-90.548459 38.744709,-90.548495 38.746296
284	229	-1	0	0	0	0	-90.539272 38.722912,-90.539319 38.722819
284	274	-1	0	0	0	0	-90.539272 38.722912,-90.539598 38.722978,-90.54052 38.723146,-90.540711 38.723211,-90.540911 38.723309
18	233	-1	0	0	0	0	-90.561057 38.723558,-90.560972 38.72359
14	13	-1	0	0	0	0	-90.561356 38.723443,-90.561286 38.723469
286	133	-1	0	0	0	0	-90.564757 38.745463,-90.565327 38.744642,-90.565706 38.744072
286	72	-1	0	0	0	0	-90.564757 38.745463,-90.564558 38.745759,-90.564413 38.746001
136	127	-1	0	0	0	0	-90.56445 38.73243,-90.565767 38.732421,-90.565821 38.73243,-90.565844 38.732438,-90.565872 38.732453,-90.565893 38.732477
258	175	-1	0	0	0	0	-90.567484 38.736736,-90.567484 38.736586,-90.567486 38.736282
258	212	-1	0	0	0	0	-90.567484 38.736736,-90.567484 38.737411
72	286	-1	0	0	0	0	-90.564413 38.746001,-90.564558 38.745759,-90.564757 38.745463
220	35	-1	0	0	0	0	-90.562847 38.723928,-90.562855 38.724213,-90.562852 38.724438
220	285	-1	0	0	0	0	-90.562847 38.723928,-90.562836 38.723805999999996
57	251	-1	0	0	0	0	-90.548497 38.746384,-90.548495 38.746296
198	181	-1	0	0	0	0	-90.568002 38.723143,-90.568015 38.723098
198	219	-1	0	0	0	0	-90.568002 38.723143,-90.567983 38.723205,-90.567911 38.723454000000004
257	239	-1	0	0	0	0	-90.540077 38.728555,-90.539657 38.728406
119	206	-1	0	0	0	0	-90.559908 38.725473,-90.561024 38.725145
66	68	-1	0	0	0	0	-90.564145 38.748385999999996,-90.564053 38.747532
270	34	-1	0	0	0	0	-90.549049 38.725210000000004,-90.548972 38.725325
270	275	-1	0	0	0	0	-90.549049 38.725210000000004,-90.54914 38.725074
260	185	-1	0	0	0	0	-90.542891 38.726393,-90.542787 38.726386000000005
260	282	-1	0	0	0	0	-90.542891 38.726393,-90.542937 38.727841
185	228	-1	0	0	0	0	-90.542787 38.726386000000005,-90.542658 38.726399
185	260	-1	0	0	0	0	-90.542787 38.726386000000005,-90.542891 38.726393
115	130	-1	0	0	0	0	-90.562912 38.731222,-90.562991 38.732442
159	160	-1	0	0	0	0	-90.554223 38.724225000000004,-90.553651 38.724229
9	39	-1	0	0	0	0	-90.54419 38.741952,-90.54393 38.741954
226	261	-1	0	0	0	0	-90.541746 38.728873,-90.541762 38.728834,-90.54177 38.72873,-90.541757 38.72784
234	194	-1	0	0	0	0	-90.567486 38.735361,-90.567487 38.73561
234	236	-1	0	0	0	0	-90.567486 38.735361,-90.567484 38.734929
219	198	-1	0	0	0	0	-90.567911 38.723454000000004,-90.567983 38.723205,-90.568002 38.723143
219	278	-1	0	0	0	0	-90.567911 38.723454000000004,-90.567828 38.723743,-90.567792 38.723871
249	102	-1	0	0	0	0	-90.566596 38.734086000000005,-90.565925 38.734094
81	143	-1	0	0	0	0	-90.545155 38.735612,-90.544811 38.735605,-90.544525 38.735568,-90.544273 38.735519,-90.544039 38.735472
172	278	-1	0	0	0	0	-90.567467 38.726231999999996,-90.567477 38.725961999999996,-90.567494 38.725601,-90.567516 38.725243,-90.56754 38.724995,-90.567574 38.724743000000004,-90.567638 38.724441999999996,-90.567688 38.724243,-90.567736 38.724074,-90.567792 38.723871
239	257	-1	0	0	0	0	-90.539657 38.728406,-90.540077 38.728555
285	220	-1	0	0	0	0	-90.562836 38.723805999999996,-90.562847 38.723928
129	128	-1	0	0	0	0	-90.561569 38.737594,-90.560113 38.737624
274	209	-1	0	0	0	0	-90.540911 38.723309,-90.540954 38.723231999999996
274	245	-1	0	0	0	0	-90.540911 38.723309,-90.540989 38.723411,-90.541089 38.723515,-90.541196 38.723653999999996,-90.541258 38.723791,-90.541306 38.723983000000004,-90.541392 38.724430999999996
108	33	-1	0	0	0	0	-90.554279 38.727008999999995,-90.554252 38.725759
108	10	-1	0	0	0	0	-90.554279 38.727008999999995,-90.554539 38.727008999999995
65	183	-1	0	0	0	0	-90.563803 38.754115,-90.563662 38.754112
65	248	-1	0	0	0	0	-90.563803 38.754115,-90.563776 38.753888,-90.563771 38.753754,-90.563765 38.753614999999996,-90.563717 38.753550000000004
205	184	-1	0	0	0	0	-90.538028 38.732715,-90.537686 38.732546
202	282	-1	0	0	0	0	-90.542652 38.727841,-90.542937 38.727841
202	261	-1	0	0	0	0	-90.542652 38.727841,-90.541757 38.72784
173	169	-1	0	0	0	0	-90.568213 38.720931,-90.567863 38.721007,-90.56762 38.721079,-90.567455 38.721136
173	216	-1	0	0	0	0	-90.568213 38.720931,-90.568208 38.721316,-90.568207 38.721422000000004
227	204	-1	0	0	0	0	-90.567367 38.73003,-90.56738 38.728322
187	36	-1	0	0	0	0	-90.540804 38.726034999999996,-90.5406 38.726465000000005,-90.540385 38.726907,-90.540192 38.727302,-90.53998 38.72773
187	207	-1	0	0	0	0	-90.540804 38.726034999999996,-90.540827 38.725986,-90.540994 38.725653,-90.541217 38.72522,-90.541256 38.725148000000004
187	283	-1	0	0	0	0	-90.540804 38.726034999999996,-90.541738 38.726394
267	199	-1	0	0	0	0	-90.566197 38.721619000000004,-90.566427 38.721531
267	12	-1	0	0	0	0	-90.566197 38.721619000000004,-90.565884 38.721738
128	131	-1	0	0	0	0	-90.560113 38.737624,-90.558698 38.737631
183	65	-1	0	0	0	0	-90.563662 38.754112,-90.563803 38.754115
183	58	-1	0	0	0	0	-90.563662 38.754112,-90.562734 38.754090000000005
