ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
METIS_MODIFIED	3.222	2	2	1.05263	17.1228	490.809	34064.5
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
118	121	-1	0	0	0	0	-90.38416 38.608776,-90.384829 38.609322
242	241	-1	0	0	0	0	-90.391325 38.610034,-90.391386 38.609984
242	247	-1	0	0	0	0	-90.391325 38.610034,-90.391538 38.610212000000004,-90.391777 38.610427,-90.391978 38.610634000000005,-90.392135 38.610826,-90.392276 38.610988,-90.392424 38.611194,-90.39257 38.611419
87	83	-1	0	0	0	0	-90.381254 38.60235,-90.382332 38.602326000000005
99	100	-1	0	0	0	0	-90.385835 38.604755,-90.385857 38.604631
99	470	-1	0	0	0	0	-90.385835 38.604755,-90.38597 38.604797000000005,-90.386106 38.604853,-90.386246 38.604912999999996,-90.386383 38.604976,-90.386562 38.605098,-90.386697 38.605188999999996
174	175	-1	0	0	0	0	-90.394649 38.601883,-90.394804 38.601752000000005
174	179	-1	0	0	0	0	-90.394649 38.601883,-90.395473 38.602557000000004
217	218	-1	0	0	0	0	-90.393863 38.613444,-90.393926 38.613414,-90.394011 38.613374
217	338	-1	0	0	0	0	-90.393863 38.613444,-90.394011 38.613676
190	183	-1	0	0	0	0	-90.39893 38.618136,-90.398217 38.618469000000005
190	191	-1	0	0	0	0	-90.39893 38.618136,-90.39964 38.617787
171	419	-1	0	0	0	0	-90.395693 38.618410999999995,-90.395817 38.618418,-90.396656 38.618055999999996
492	358	-1	0	0	0	0	-90.38781 38.610814000000005,-90.387911 38.610913
338	257	-1	0	0	0	0	-90.394011 38.613676,-90.394198 38.613968
445	397	-1	0	0	0	0	-90.388385 38.609437,-90.388314 38.609460999999996,-90.388277 38.609468,-90.388232 38.609471,-90.388185 38.609473,-90.388122 38.609468,-90.388047 38.609454,-90.387999 38.609453
445	438	-1	0	0	0	0	-90.388385 38.609437,-90.388057 38.609753
282	283	-1	0	0	0	0	-90.389256 38.604022,-90.388781 38.603806
403	440	-1	0	0	0	0	-90.388066 38.60931,-90.387212 38.608648
233	77	-1	0	0	0	0	-90.39286 38.607008,-90.3928 38.60703,-90.392779 38.607047,-90.392636 38.607208,-90.392366 38.607556,-90.392327 38.607609,-90.39185 38.608179
233	234	-1	0	0	0	0	-90.39286 38.607008,-90.393317 38.607305
410	310	-1	0	0	0	0	-90.396676 38.617376,-90.39679 38.617508,-90.396867 38.617633,-90.396933 38.617759
368	386	-1	0	0	0	0	-90.387053 38.611917,-90.387115 38.611845
318	25	-1	0	0	0	0	-90.383523 38.613999,-90.383431 38.614069,-90.383186 38.614250999999996
23	413	-1	0	0	0	0	-90.383909 38.614818,-90.384009 38.614736
261	209	-1	0	0	0	0	-90.395116 38.615442,-90.395209 38.615409
261	473	-1	0	0	0	0	-90.395116 38.615442,-90.395348 38.615791
204	149	-1	0	0	0	0	-90.391438 38.604009000000005,-90.390549 38.603815
119	116	-1	0	0	0	0	-90.383279 38.609576000000004,-90.382658 38.609089999999995
159	162	-1	0	0	0	0	-90.389655 38.602551,-90.389982 38.602051
200	439	-1	0	0	0	0	-90.390282 38.612978,-90.390012 38.612723
200	219	-1	0	0	0	0	-90.390282 38.612978,-90.390401 38.612883
244	245	-1	0	0	0	0	-90.394185 38.610634000000005,-90.393486 38.610974
433	459	-1	0	0	0	0	-90.392818 38.605157,-90.392698 38.605338,-90.392419 38.60561,-90.392225 38.605795
433	474	-1	0	0	0	0	-90.392818 38.605157,-90.39248 38.605481,-90.392188 38.605745
162	159	-1	0	0	0	0	-90.389982 38.602051,-90.389655 38.602551
323	384	-1	0	0	0	0	-90.392476 38.606651,-90.392557 38.606573999999995
415	431	-1	0	0	0	0	-90.38605 38.612876,-90.386556 38.612389,-90.386779 38.612178
178	174	-1	0	0	0	0	-90.393867 38.601245,-90.394649 38.601883
178	145	-1	0	0	0	0	-90.393867 38.601245,-90.393667 38.6014,-90.393512 38.601546,-90.393267 38.601737,-90.393034 38.601918999999995
373	19	-1	0	0	0	0	-90.391858 38.606173,-90.391735 38.606319,-90.391525 38.606550999999996,-90.390957 38.607164,-90.390192 38.607987,-90.389643 38.60855,-90.389494 38.608711,-90.38936 38.608896,-90.389204 38.609121
472	373	-1	0	0	0	0	-90.392116 38.605899,-90.391858 38.606173
462	417	-1	0	0	0	0	-90.382958 38.614428000000004,-90.38277 38.614571,-90.382653 38.614656
369	309	-1	0	0	0	0	-90.387993 38.610987,-90.388254 38.611221,-90.388375 38.611335
369	21	-1	0	0	0	0	-90.387993 38.610987,-90.388079 38.610898
444	382	-1	0	0	0	0	-90.385339 38.607408,-90.385271 38.607337,-90.384961 38.607082,-90.384621 38.606807,-90.384462 38.60667,-90.38439 38.6066
444	484	-1	0	0	0	0	-90.385339 38.607408,-90.385228 38.607490999999996
444	453	-1	0	0	0	0	-90.385339 38.607408,-90.385482 38.607313000000005,-90.385599 38.607251000000005,-90.385763 38.607184000000004,-90.385888 38.607157
187	183	-1	0	0	0	0	-90.396983 38.61653,-90.397615 38.617547,-90.398217 38.618469000000005
187	185	-1	0	0	0	0	-90.396983 38.61653,-90.396605 38.615922,-90.39573 38.614524
187	188	-1	0	0	0	0	-90.396983 38.61653,-90.397704 38.616192
367	334	-1	0	0	0	0	-90.390114 38.606784000000005,-90.390476 38.607049
304	92	-1	0	0	0	0	-90.379271 38.602554999999995,-90.379637 38.602363
304	414	-1	0	0	0	0	-90.379271 38.602554999999995,-90.379165 38.602443
184	185	-1	0	0	0	0	-90.394957 38.61488,-90.39573 38.614524
184	371	-1	0	0	0	0	-90.394957 38.61488,-90.394792 38.614613
184	259	-1	0	0	0	0	-90.394957 38.61488,-90.39488 38.614909999999995,-90.394812 38.614945
314	103	-1	0	0	0	0	-90.387116 38.605492,-90.38769 38.605951000000005
46	193	-1	0	0	0	0	-90.400291 38.61729,-90.399149 38.615500999999995
46	192	-1	0	0	0	0	-90.400291 38.61729,-90.400378 38.617425999999995
43	268	-1	0	0	0	0	-90.40203 38.610938000000004,-90.401852 38.610984
421	20	-1	0	0	0	0	-90.388282 38.610696000000004,-90.388389 38.61059
59	55	-1	0	0	0	0	-90.382978 38.606141,-90.383206 38.606419,-90.383469 38.606733,-90.383584 38.606860999999995
59	377	-1	0	0	0	0	-90.382978 38.606141,-90.383185 38.605987
59	60	-1	0	0	0	0	-90.382978 38.606141,-90.38287 38.606006
24	210	-1	0	0	0	0	-90.382016 38.615094,-90.381927 38.615156999999996,-90.381526 38.615412
24	487	-1	0	0	0	0	-90.382016 38.615094,-90.381992 38.615221,-90.381995 38.615311,-90.382024 38.615396000000004,-90.382056 38.615441000000004,-90.38208 38.615471
408	96	-1	0	0	0	0	-90.384227 38.606441000000004,-90.384125 38.60634,-90.384007 38.606205,-90.383841 38.606004,-90.383593 38.605689999999996
485	102	-1	0	0	0	0	-90.387252 38.605407,-90.387033 38.605232
405	497	-1	0	0	0	0	-90.396852 38.617975,-90.39699 38.61792
176	332	-1	0	0	0	0	-90.396515 38.60306,-90.396648 38.602919
17	18	-1	0	0	0	0	-90.38737 38.610862999999995,-90.387217 38.61101
235	234	-1	0	0	0	0	-90.392804 38.607910000000004,-90.393317 38.607305
490	75	-1	0	0	0	0	-90.381027 38.614923000000005,-90.381097 38.614989,-90.381233 38.615128
490	73	-1	0	0	0	0	-90.381027 38.614923000000005,-90.380843 38.614751999999996
165	146	-1	0	0	0	0	-90.392099 38.602288,-90.392252 38.602252
168	170	-1	0	0	0	0	-90.39711 38.617872,-90.397053 38.617706
210	75	-1	0	0	0	0	-90.381526 38.615412,-90.381233 38.615128
210	483	-1	0	0	0	0	-90.381526 38.615412,-90.381818 38.615657
239	241	-1	0	0	0	0	-90.391444 38.609935,-90.391386 38.609984
412	271	-1	0	0	0	0	-90.384453 38.602946,-90.384775 38.602878000000004,-90.384793 38.602874,-90.384811 38.602873,-90.384831 38.602875,-90.384973 38.602893
387	33	-1	0	0	0	0	-90.390699 38.607219,-90.390402 38.6075,-90.389755 38.60812,-90.389494 38.608364
387	334	-1	0	0	0	0	-90.390699 38.607219,-90.390476 38.607049
298	229	-1	0	0	0	0	-90.398206 38.612676,-90.397797 38.612777
186	185	-1	0	0	0	0	-90.396558 38.614288,-90.39573 38.614524
186	188	-1	0	0	0	0	-90.396558 38.614288,-90.396602 38.614396,-90.397103 38.615213,-90.397287 38.615526,-90.397704 38.616192
130	315	-1	0	0	0	0	-90.402261 38.597204000000005,-90.402308 38.597128999999995,-90.40232 38.59709,-90.402325 38.597028,-90.402293 38.596962000000005,-90.402249 38.596892
130	504	-1	0	0	0	0	-90.402261 38.597204000000005,-90.40262 38.596799000000004,-90.402673 38.596720000000005,-90.402783 38.596483,-90.402897 38.596221,-90.40293 38.596105,-90.403103 38.595653999999996,-90.403401 38.594546,-90.40343 38.59447,-90.403644 38.594017,-90.403973 38.593506000000005,-90.404544 38.592827,-90.405416 38.592051999999995,-90.405526 38.591965,-90.406051 38.591537,-90.406797 38.59102,-90.407132 38.590832,-90.408175 38.590264000000005,-90.409825 38.589363,-90.410879 38.588799,-90.41106 38.588701,-90.411542 38.588438,-90.411821 38.588285,-90.411912 38.588235,-90.412217 38.588075,-90.412357 38.588,-90.412655 38.587843,-90.412747 38.587795,-90.412813 38.587758,-90.412937 38.587688,-90.413048 38.587630000000004,-90.413164 38.587569,-90.413351 38.587467000000004,-90.413771 38.587237,-90.414004 38.587109999999996,-90.414161 38.587023,-90.415733 38.58625,-90.416905 38.585660000000004,-90.417251 38.585528,-90.418281 38.585325,-90.418536 38.585274,-90.41878 38.585234,-90.419866 38.584919,-90.420381 38.584658000000005,-90.421026 38.584355,-90.421815 38.584081999999995,-90.422043 38.584035,-90.422394 38.583948,-90.422654 38.5839,-90.423079 38.583821,-90.423959 38.583631,-90.424636 38.583467,-90.424931 38.583393,-90.425185 38.583329,-90.425787 38.583223000000004,-90.426108 38.583199,-90.428079 38.583169,-90.429205 38.583184,-90.429372 38.583203999999995,-90.429945 38.583295,-90.430148 38.583329,-90.430426 38.583375000000004,-90.430889 38.583456999999996,-90.431947 38.583641,-90.433136 38.583848,-90.433471 38.583909,-90.434153 38.584030999999996,-90.434957 38.584167,-90.435822 38.584323,-90.435335 38.586495,-90.435223 38.587017,-90.435173 38.587259,-90.435044 38.588093,-90.434914 38.588812000000004,-90.434898 38.588901,-90.434723 38.589855,-90.434658 38.590218,-90.434615 38.590546,-90.434603 38.590726000000004,-90.434591 38.590957,-90.434605 38.591886,-90.434609 38.592177,-90.434618 38.592509,-90.434634 38.592764,-90.434649 38.593117,-90.434669 38.593424,-90.434673 38.593567,-90.43475 38.595020000000005,-90.434925 38.5963,-90.43506 38.597089,-90.435071 38.597483,-90.435071 38.597659,-90.435087 38.598304,-90.43511 38.599205999999995,-90.43512 38.599624,-90.43512 38.599818,-90.435124 38.599951000000004,-90.435131 38.600156,-90.43514 38.60201,-90.435142 38.602422000000004,-90.435169 38.604219,-90.43517 38.604603999999995,-90.435116 38.605196,-90.435093 38.605391999999995,-90.435083 38.605511,-90.435064 38.605689999999996,-90.435046 38.605883,-90.435003 38.606464,-90.435081 38.607539,-90.435305 38.608588,-90.435463 38.609048,-90.43562 38.609509,-90.43568 38.609672,-90.435928 38.610382,-90.435963 38.610479999999995,-90.436002 38.610591,-90.436063 38.610776,-90.436121 38.610946,-90.43655 38.612198,-90.436814 38.612946,-90.437053 38.613567,-90.437265 38.613993,-90.437461 38.61434,-90.438544 38.615789,-90.439205 38.616595000000004,-90.439322 38.616741000000005,-90.439857 38.617428000000004,-90.440578 38.618556,-90.441262 38.619937,-90.441283 38.619995,-90.441564 38.620881,-90.441595 38.621015,-90.441645 38.621226,-90.441711 38.621522,-90.441729 38.621611,-90.441744 38.621685,-90.441753 38.621735,-90.441816 38.622035,-90.441923 38.622612000000004,-90.442121 38.623556,-90.442157 38.623729,-90.442198 38.623931,-90.442254 38.624217,-90.44232 38.624577,-90.442435 38.625301,-90.442489 38.625628,-90.442523 38.625838,-90.44256 38.626051000000004,-90.442598 38.626270000000005,-90.442621 38.626414,-90.442994 38.626577999999995,-90.4431 38.626567,-90.443295 38.626553,-90.443746 38.626339,-90.443704 38.626181,-90.443583 38.625738999999996,-90.443528 38.62559,-90.443494 38.625507999999996,-90.4429 38.623252,-90.442845 38.622967,-90.442673 38.622063,-90.442483 38.621088,-90.442029 38.619506,-90.442233 38.619456,-90.442494 38.619448,-90.442806 38.619447,-90.443225 38.619451999999995,-90.44414 38.619460000000004,-90.444276 38.619461,-90.444458 38.619462999999996,-90.444731 38.619466,-90.445025 38.61947,-90.445373 38.619474,-90.445853 38.619479,-90.445954 38.619481,-90.446295 38.619482000000005,-90.447724 38.619485999999995,-90.448442 38.619485,-90.449424 38.619487,-90.449474 38.617754000000005,-90.449457 38.616066000000004,-90.450464 38.613192,-90.450718 38.613096,-90.45146 38.612815999999995,-90.451636 38.612773000000004,-90.451767 38.612762000000004,-90.453251 38.613293999999996
130	505	-1	0	0	0	0	-90.402261 38.597204000000005,-90.40262 38.596799000000004,-90.402673 38.596720000000005,-90.402783 38.596483,-90.402897 38.596221,-90.40293 38.596105,-90.403103 38.595653999999996,-90.403401 38.594546,-90.40343 38.59447,-90.403644 38.594017,-90.403973 38.593506000000005,-90.404544 38.592827,-90.405416 38.592051999999995,-90.405526 38.591965,-90.406051 38.591537,-90.406797 38.59102,-90.407132 38.590832,-90.408175 38.590264000000005,-90.409825 38.589363,-90.410879 38.588799,-90.41106 38.588701,-90.411542 38.588438,-90.411821 38.588285,-90.411912 38.588235,-90.412217 38.588075,-90.412357 38.588,-90.412655 38.587843,-90.412747 38.587795,-90.412813 38.587758,-90.412937 38.587688,-90.413048 38.587630000000004,-90.413164 38.587569,-90.413046 38.587428,-90.412739 38.586338,-90.411723 38.583267,-90.411646 38.58298,-90.411208 38.581379,-90.410878 38.577951999999996,-90.411181 38.576475,-90.41122 38.576262,-90.411426 38.575184,-90.411495 38.574857,-90.411528 38.574696,-90.411567 38.574467,-90.411599 38.574309,-90.411719 38.573683,-90.410933 38.569364,-90.410576 38.568897,-90.410458 38.568741,-90.410294 38.568522,-90.410187 38.568379,-90.409809 38.567868000000004,-90.409246 38.567122,-90.409099 38.566929,-90.408563 38.566188,-90.408342 38.565833999999995,-90.408229 38.565696,-90.405651 38.560451,-90.405393 38.55934,-90.405098 38.558159,-90.404695 38.556633000000005,-90.404076 38.554193999999995,-90.404027 38.554010000000005,-90.403863 38.553421,-90.40543 38.547662,-90.406201 38.545994,-90.407596 38.542972,-90.407625 38.542891999999995,-90.407697 38.542696,-90.407768 38.542496,-90.40792 38.541889999999995,-90.407823 38.539902,-90.407397 38.538307,-90.407351 38.538131,-90.407325 38.538031000000004,-90.406509 38.534598,-90.405917 38.53098,-90.405892 38.530836,-90.405866 38.530682,-90.405857 38.530637,-90.405829 38.530443000000005,-90.405587 38.529246,-90.405549 38.529128,-90.404935 38.527696,-90.404713 38.527193,-90.404632 38.526973999999996,-90.404574 38.526838,-90.404528 38.526696,-90.404482 38.526537000000005,-90.404456 38.526389,-90.404397 38.525103,-90.404674 38.522766000000004,-90.40471 38.522558000000004,-90.40477 38.522137,-90.404807 38.521798000000004,-90.404775 38.520488,-90.404756 38.519925,-90.404712 38.518642,-90.404569 38.514213999999996,-90.399547 38.504451,-90.39917 38.503838,-90.39891 38.50322,-90.398363 38.501149,-90.398282 38.500832,-90.397494 38.497003,-90.397404 38.49664,-90.397367 38.496481,-90.397324 38.496306000000004,-90.39726 38.496010999999996,-90.397228 38.495863,-90.397052 38.495898,-90.396887 38.495920999999996,-90.396717 38.495964,-90.396186 38.496078,-90.395964 38.496121,-90.395735 38.495194999999995,-90.395455 38.4941,-90.395273 38.493352,-90.395197 38.493051,-90.395149 38.49286,-90.39497 38.492155,-90.394925 38.491968,-90.394394 38.489821,-90.394167 38.488894,-90.393751 38.487239
130	506	-1	0	0	0	0	-90.402261 38.597204000000005,-90.40262 38.596799000000004,-90.402673 38.596720000000005,-90.402783 38.596483,-90.402897 38.596221,-90.40293 38.596105,-90.403103 38.595653999999996,-90.403401 38.594546,-90.40343 38.59447,-90.403644 38.594017,-90.403973 38.593506000000005,-90.404544 38.592827,-90.405416 38.592051999999995,-90.405526 38.591965,-90.406051 38.591537,-90.406797 38.59102,-90.407132 38.590832,-90.408175 38.590264000000005,-90.409825 38.589363,-90.410879 38.588799,-90.41106 38.588701,-90.411542 38.588438,-90.411821 38.588285,-90.411912 38.588235,-90.412217 38.588075,-90.412357 38.588,-90.412655 38.587843,-90.412747 38.587795,-90.412813 38.587758,-90.412937 38.587688,-90.413048 38.587630000000004,-90.413164 38.587569,-90.413351 38.587467000000004,-90.413771 38.587237,-90.414004 38.587109999999996,-90.414161 38.587023,-90.415733 38.58625,-90.416905 38.585660000000004,-90.417251 38.585528,-90.418281 38.585325,-90.418536 38.585274,-90.41878 38.585234,-90.419866 38.584919,-90.420381 38.584658000000005,-90.421026 38.584355,-90.421815 38.584081999999995,-90.422043 38.584035,-90.422394 38.583948,-90.422654 38.5839,-90.423079 38.583821,-90.423959 38.583631,-90.424636 38.583467,-90.424931 38.583393,-90.425185 38.583329,-90.425787 38.583223000000004,-90.426108 38.583199,-90.428079 38.583169,-90.429205 38.583184,-90.429372 38.583203999999995,-90.429945 38.583295,-90.430148 38.583329,-90.430426 38.583375000000004,-90.430889 38.583456999999996,-90.431947 38.583641,-90.433136 38.583848,-90.433471 38.583909,-90.434153 38.584030999999996,-90.434957 38.584167,-90.435822 38.584323,-90.435335 38.586495,-90.435223 38.587017,-90.435173 38.587259,-90.435044 38.588093,-90.434914 38.588812000000004,-90.434898 38.588901,-90.434723 38.589855,-90.434658 38.590218,-90.434615 38.590546,-90.434603 38.590726000000004,-90.434591 38.590957,-90.434605 38.591886,-90.434609 38.592177,-90.434618 38.592509,-90.434634 38.592764,-90.434649 38.593117,-90.434669 38.593424,-90.434673 38.593567,-90.43475 38.595020000000005,-90.434925 38.5963,-90.43506 38.597089,-90.435071 38.597483,-90.435071 38.597659,-90.435087 38.598304,-90.43511 38.599205999999995,-90.43512 38.599624,-90.43512 38.599818,-90.435124 38.599951000000004,-90.435131 38.600156,-90.43514 38.60201,-90.435142 38.602422000000004,-90.435169 38.604219,-90.43517 38.604603999999995,-90.435116 38.605196,-90.435093 38.605391999999995,-90.435083 38.605511,-90.435064 38.605689999999996,-90.435046 38.605883,-90.435003 38.606464,-90.435081 38.607539,-90.435305 38.608588,-90.435463 38.609048,-90.43562 38.609509,-90.43568 38.609672,-90.435928 38.610382,-90.435963 38.610479999999995,-90.436002 38.610591,-90.436063 38.610776,-90.436121 38.610946,-90.43655 38.612198,-90.436814 38.612946,-90.437053 38.613567,-90.437265 38.613993,-90.437461 38.61434,-90.438544 38.615789,-90.439205 38.616595000000004,-90.439322 38.616741000000005,-90.439857 38.617428000000004,-90.440578 38.618556,-90.441262 38.619937,-90.441283 38.619995,-90.441564 38.620881,-90.442182 38.62265,-90.44265 38.62483,-90.442994 38.626577999999995,-90.443021 38.626718,-90.44305 38.626856000000004,-90.443058 38.626906000000005,-90.443083 38.627002000000005,-90.443214 38.627668,-90.443782 38.630474,-90.44383 38.63071,-90.443897 38.631044,-90.44437 38.633365,-90.445051 38.636713,-90.445102 38.636973999999995,-90.445237 38.637663,-90.445703 38.640097,-90.446327 38.643181999999996,-90.446475 38.643834999999996,-90.446573 38.644282000000004,-90.446612 38.644461,-90.446662 38.644693000000004,-90.446952 38.646108,-90.447057 38.646633,-90.4471 38.646861,-90.447371 38.648183,-90.447487 38.64886,-90.447557 38.649178,-90.447787 38.650163,-90.448163 38.651977,-90.44825 38.652378999999996,-90.449167 38.656931,-90.449179 38.656997000000004,-90.449192 38.657061999999996,-90.449206 38.657145,-90.449324 38.657779000000005,-90.449776 38.660041,-90.449821 38.660292,-90.44985 38.660457,-90.449923 38.660956,-90.450329 38.664228,-90.450488 38.665902,-90.450588 38.666889,-90.450618 38.667221,-90.450643 38.667465,-90.450827 38.669432,-90.450877 38.669925,-90.451225 38.673624000000004,-90.451502 38.676651,-90.451588 38.677576,-90.451625 38.677963,-90.451628 38.678011999999995,-90.451638 38.678106,-90.451663 38.678371999999996,-90.451671 38.678508,-90.451768 38.679421000000005,-90.451978 38.681607,-90.45216 38.683386999999996,-90.452407 38.685835999999995,-90.452535 38.686964,-90.452572 38.687287,-90.452886 38.689361000000005,-90.452956 38.689795000000004,-90.453134 38.690839,-90.453262 38.691469999999995,-90.453759 38.693919,-90.45402 38.695253,-90.454387 38.697043,-90.45454 38.697761,-90.454577 38.697938,-90.454611 38.698099,-90.454783 38.699042,-90.455694 38.703683,-90.455785 38.704454,-90.455804 38.704687,-90.455839 38.705034999999995,-90.455931 38.706023,-90.455965 38.706422,-90.455994 38.706727,-90.456035 38.707132,-90.456041 38.707201,-90.456043 38.707259,-90.456072 38.707544999999996,-90.456078 38.707601,-90.456091 38.707739000000004,-90.456109 38.707919000000004,-90.456239 38.709609,-90.456478 38.711996,-90.456844 38.715936,-90.456854 38.716060999999996,-90.457108 38.718906000000004,-90.4572 38.720141,-90.457314 38.721392,-90.45733 38.721593999999996,-90.457713 38.725879,-90.457758 38.726382,-90.457792 38.726759,-90.457829 38.727306,-90.458099 38.729635,-90.458324 38.732079,-90.458528 38.736746,-90.458519 38.736892,-90.458474 38.737562,-90.458422 38.738257000000004,-90.458329 38.739629,-90.457895 38.742618,-90.457824 38.742899,-90.457728 38.743268,-90.457664 38.743562,-90.457367 38.744875,-90.457341 38.745025,-90.45676 38.74906,-90.456755 38.750414,-90.456745 38.750731,-90.456744 38.751008999999996,-90.456727 38.75334,-90.456719 38.754477,-90.456712 38.755573,-90.456712 38.755684,-90.456712 38.755928,-90.456713 38.756076,-90.456703 38.756684,-90.45671 38.757090000000005,-90.456707 38.757905,-90.456701 38.758736999999996,-90.456699 38.759254999999996,-90.456642 38.763872,-90.45665 38.764858000000004,-90.456652 38.765061,-90.456651 38.765388,-90.456653 38.765741,-90.456654 38.765799,-90.456653 38.767297,-90.456642 38.767804,-90.456298 38.771682999999996,-90.456291 38.772851,-90.45629 38.774688999999995,-90.456286 38.775172,-90.456288 38.775256,-90.456307 38.778124,-90.456252 38.779054,-90.456259 38.779273,-90.456266 38.779493,-90.456272 38.779703,-90.456277 38.779855,-90.456281 38.779986,-90.455996 38.780091999999996,-90.455372 38.780371,-90.455329 38.78039,-90.453346 38.78124,-90.453225 38.781292,-90.451785 38.781912,-90.451389 38.782088,-90.451188 38.782168999999996,-90.450591 38.782419000000004,-90.44692 38.783977,-90.4467 38.783999,-90.44571 38.784056,-90.44503 38.784048999999996,-90.44486 38.784044,-90.443619 38.783924,-90.441035 38.783407,-90.439757 38.783128000000005,-90.438425 38.782834,-90.435853 38.782399,-90.433833 38.782489999999996,-90.433251 38.782607,-90.426835 38.786062,-90.426123 38.786358,-90.425651 38.786553999999995,-90.424983 38.786834999999996,-90.424906 38.786874999999995,-90.42423 38.787214,-90.42404 38.787317,-90.424005 38.787335999999996,-90.42379 38.787459999999996,-90.423591 38.787581,-90.422973 38.787958,-90.421218 38.789052,-90.420701 38.789390999999995,-90.419292 38.79011,-90.418984 38.790226000000004,-90.418222 38.790473,-90.417102 38.790739,-90.416151 38.790977999999996,-90.41542 38.791157999999996,-90.415126 38.791229,-90.413602 38.791606,-90.412103 38.79197,-90.410067 38.792463999999995,-90.409924 38.792499,-90.405932 38.794233,-90.405833 38.794309999999996,-90.404792 38.795255,-90.404298 38.795836,-90.404048 38.796182,-90.403752 38.796649,-90.403677 38.796782,-90.402954 38.798471,-90.402355 38.799992,-90.402011 38.800722,-90.400743 38.803290000000004,-90.400442 38.803897,-90.399719 38.805206999999996,-90.399654 38.805339000000004,-90.399554 38.805533,-90.399445 38.805743,-90.399397 38.805857,-90.399357 38.805946,-90.399107 38.806494,-90.398701 38.807814,-90.398733 38.811177,-90.398911 38.811986000000005,-90.398996 38.812274,-90.399049 38.812435,-90.399196 38.812895999999995,-90.399255 38.813092,-90.399376 38.813473,-90.400466 38.816945000000004,-90.400652 38.817521,-90.40069 38.817657,-90.400754 38.81785,-90.400805 38.818021,-90.400858 38.818175,-90.401009 38.818634,-90.401836 38.820797999999996,-90.402365 38.822159,-90.402393 38.82226,-90.402454 38.822484,-90.402515 38.822706,-90.402557 38.822857,-90.402579 38.822938,-90.402228 38.823478,-90.402122 38.823499,-90.402336 38.823533,-90.402827 38.823791,-90.402881 38.823999,-90.402945 38.824253999999996,-90.402998 38.824434,-90.403126 38.824666,-90.405983 38.829186,-90.406318 38.829595999999995,-90.406401 38.829712,-90.406974 38.830391,-90.411357 38.833354,-90.412296 38.833785,-90.412988 38.834092999999996,-90.413411 38.834286,-90.413863 38.834488
91	414	-1	0	0	0	0	-90.379553 38.602244999999996,-90.379165 38.602443
91	92	-1	0	0	0	0	-90.379553 38.602244999999996,-90.379637 38.602363
155	157	-1	0	0	0	0	-90.387876 38.600291999999996,-90.387901 38.600304,-90.387925 38.600325999999995,-90.387939 38.60035,-90.38795 38.60038,-90.387996 38.600508000000005,-90.388041 38.600660000000005
32	491	-1	0	0	0	0	-90.389303 38.608547,-90.38889 38.60895
401	441	-1	0	0	0	0	-90.382968 38.615526,-90.38311 38.615425,-90.383461 38.615162999999995
64	492	-1	0	0	0	0	-90.387766 38.610772,-90.38781 38.610814000000005
65	398	-1	0	0	0	0	-90.381245 38.60416,-90.381809 38.604457,-90.382211 38.604691,-90.382549 38.604939
65	498	-1	0	0	0	0	-90.381245 38.60416,-90.380999 38.604586999999995,-90.380789 38.604941,-90.380621 38.605214000000004,-90.380493 38.605471,-90.380411 38.60567,-90.380349 38.605875999999995,-90.380331 38.605959999999996
342	38	-1	0	0	0	0	-90.400331 38.597910999999996,-90.399984 38.598239,-90.398867 38.599284999999995
218	217	-1	0	0	0	0	-90.394011 38.613374,-90.393926 38.613414,-90.393863 38.613444
287	282	-1	0	0	0	0	-90.389854 38.604282999999995,-90.389256 38.604022
75	490	-1	0	0	0	0	-90.381233 38.615128,-90.381097 38.614989,-90.381027 38.614923000000005
75	210	-1	0	0	0	0	-90.381233 38.615128,-90.381526 38.615412
455	346	-1	0	0	0	0	-90.389296 38.606942000000004,-90.389666 38.606837999999996,-90.389702 38.606824,-90.389736 38.606807,-90.389767 38.606786,-90.389915 38.606639
455	442	-1	0	0	0	0	-90.389296 38.606942000000004,-90.389089 38.607021
464	362	-1	0	0	0	0	-90.396204 38.617076,-90.396278 38.617098999999996,-90.396357 38.617139,-90.396527 38.617250999999996,-90.39655 38.617270000000005
464	374	-1	0	0	0	0	-90.396204 38.617076,-90.396095 38.61696
146	144	-1	0	0	0	0	-90.392252 38.602252,-90.392063 38.601686
146	165	-1	0	0	0	0	-90.392252 38.602252,-90.392099 38.602288
394	278	-1	0	0	0	0	-90.395922 38.616647,-90.395978 38.616754
294	45	-1	0	0	0	0	-90.399726 38.610815,-90.399658 38.610709
196	53	-1	0	0	0	0	-90.393338 38.615925000000004,-90.39347 38.615888999999996
196	197	-1	0	0	0	0	-90.393338 38.615925000000004,-90.392936 38.615244000000004
96	78	-1	0	0	0	0	-90.383593 38.605689999999996,-90.383483 38.605573
96	381	-1	0	0	0	0	-90.383593 38.605689999999996,-90.383748 38.605558,-90.383936 38.605415,-90.383982 38.60538
255	193	-1	0	0	0	0	-90.398166 38.613852,-90.398217 38.613974,-90.398516 38.614471,-90.399149 38.615500999999995
487	343	-1	0	0	0	0	-90.38208 38.615471,-90.382137 38.615541,-90.382209 38.615601999999996,-90.382255 38.615641
