ClusteringMethod	ComputationTime	K_LB	K	CCI	NHO	ATD	DMT
METIS_MODIFIED	3.222	2	2	1.05263	17.1228	490.809	34064.5
Starting Node	Ending Node	Cluster	Required	Is Edge	Weight	Volume	Shape
35	506	-1	0	0	0	0	-90.396998 38.602554999999995,-90.39925 38.599798,-90.400255 38.59872,-90.400395 38.598586,-90.400628 38.598363,-90.402249 38.596892,-90.402553 38.596659,-90.402783 38.596483,-90.403744 38.595859000000004,-90.405132 38.595115,-90.406352 38.5946,-90.406527 38.594537,-90.406651 38.594497000000004,-90.406723 38.594473,-90.408272 38.594034,-90.41039 38.593671,-90.410841 38.593634,-90.412592 38.59356,-90.413795 38.593522,-90.414371 38.593503,-90.414508 38.593494,-90.415121 38.59348,-90.41723 38.593334999999996,-90.417689 38.593233,-90.418199 38.593106,-90.419194 38.592867999999996,-90.420162 38.592735000000005,-90.420378 38.592724000000004,-90.420499 38.59272,-90.421416 38.592708,-90.42182 38.592706,-90.422219 38.592702,-90.424604 38.592706,-90.425056 38.592709,-90.428168 38.59273,-90.428362 38.592732,-90.428734 38.592732999999996,-90.428851 38.592734,-90.429407 38.592736,-90.430115 38.592862,-90.432513 38.593029,-90.433082 38.593069,-90.433491 38.593079,-90.434649 38.593117,-90.434669 38.593424,-90.434673 38.593567,-90.43475 38.595020000000005,-90.434925 38.5963,-90.43506 38.597089,-90.435071 38.597483,-90.435071 38.597659,-90.435087 38.598304,-90.43511 38.599205999999995,-90.43512 38.599624,-90.43512 38.599818,-90.435124 38.599951000000004,-90.435131 38.600156,-90.43514 38.60201,-90.435142 38.602422000000004,-90.435169 38.604219,-90.43517 38.604603999999995,-90.435116 38.605196,-90.435093 38.605391999999995,-90.435083 38.605511,-90.435064 38.605689999999996,-90.435046 38.605883,-90.435003 38.606464,-90.435081 38.607539,-90.435305 38.608588,-90.435463 38.609048,-90.43562 38.609509,-90.43568 38.609672,-90.435928 38.610382,-90.435963 38.610479999999995,-90.436002 38.610591,-90.436063 38.610776,-90.436121 38.610946,-90.43655 38.612198,-90.436814 38.612946,-90.437053 38.613567,-90.437265 38.613993,-90.437461 38.61434,-90.438544 38.615789,-90.439205 38.616595000000004,-90.439322 38.616741000000005,-90.439857 38.617428000000004,-90.440578 38.618556,-90.441262 38.619937,-90.441283 38.619995,-90.441564 38.620881,-90.442182 38.62265,-90.44265 38.62483,-90.442994 38.626577999999995,-90.443021 38.626718,-90.44305 38.626856000000004,-90.443058 38.626906000000005,-90.443083 38.627002000000005,-90.443214 38.627668,-90.443782 38.630474,-90.44383 38.63071,-90.443897 38.631044,-90.44437 38.633365,-90.445051 38.636713,-90.445102 38.636973999999995,-90.445237 38.637663,-90.445703 38.640097,-90.446327 38.643181999999996,-90.446475 38.643834999999996,-90.446573 38.644282000000004,-90.446612 38.644461,-90.446662 38.644693000000004,-90.446952 38.646108,-90.447057 38.646633,-90.4471 38.646861,-90.447371 38.648183,-90.447487 38.64886,-90.447557 38.649178,-90.447787 38.650163,-90.448163 38.651977,-90.44825 38.652378999999996,-90.449167 38.656931,-90.449179 38.656997000000004,-90.449192 38.657061999999996,-90.449206 38.657145,-90.449324 38.657779000000005,-90.449776 38.660041,-90.449821 38.660292,-90.44985 38.660457,-90.449923 38.660956,-90.450329 38.664228,-90.450488 38.665902,-90.450588 38.666889,-90.450618 38.667221,-90.450643 38.667465,-90.450827 38.669432,-90.450877 38.669925,-90.451225 38.673624000000004,-90.451502 38.676651,-90.451588 38.677576,-90.451625 38.677963,-90.451628 38.678011999999995,-90.451638 38.678106,-90.451663 38.678371999999996,-90.451671 38.678508,-90.451768 38.679421000000005,-90.451978 38.681607,-90.45216 38.683386999999996,-90.452407 38.685835999999995,-90.452535 38.686964,-90.452572 38.687287,-90.452886 38.689361000000005,-90.452956 38.689795000000004,-90.453134 38.690839,-90.453262 38.691469999999995,-90.453759 38.693919,-90.45402 38.695253,-90.454387 38.697043,-90.45454 38.697761,-90.454577 38.697938,-90.454611 38.698099,-90.454783 38.699042,-90.455694 38.703683,-90.455785 38.704454,-90.455804 38.704687,-90.455839 38.705034999999995,-90.455931 38.706023,-90.455965 38.706422,-90.455994 38.706727,-90.456035 38.707132,-90.456041 38.707201,-90.456043 38.707259,-90.456072 38.707544999999996,-90.456078 38.707601,-90.456091 38.707739000000004,-90.456109 38.707919000000004,-90.456239 38.709609,-90.456478 38.711996,-90.456844 38.715936,-90.456854 38.716060999999996,-90.457108 38.718906000000004,-90.4572 38.720141,-90.457314 38.721392,-90.45733 38.721593999999996,-90.457713 38.725879,-90.457758 38.726382,-90.457792 38.726759,-90.457829 38.727306,-90.458099 38.729635,-90.458324 38.732079,-90.458528 38.736746,-90.458519 38.736892,-90.458474 38.737562,-90.458422 38.738257000000004,-90.458329 38.739629,-90.457895 38.742618,-90.457824 38.742899,-90.457728 38.743268,-90.457664 38.743562,-90.457367 38.744875,-90.457341 38.745025,-90.45676 38.74906,-90.456755 38.750414,-90.456745 38.750731,-90.456744 38.751008999999996,-90.456727 38.75334,-90.456719 38.754477,-90.456712 38.755573,-90.456712 38.755684,-90.456712 38.755928,-90.456713 38.756076,-90.456703 38.756684,-90.45671 38.757090000000005,-90.456707 38.757905,-90.456701 38.758736999999996,-90.456699 38.759254999999996,-90.456642 38.763872,-90.45665 38.764858000000004,-90.456652 38.765061,-90.456651 38.765388,-90.456653 38.765741,-90.456654 38.765799,-90.456653 38.767297,-90.456642 38.767804,-90.456298 38.771682999999996,-90.456291 38.772851,-90.45629 38.774688999999995,-90.456286 38.775172,-90.456288 38.775256,-90.456307 38.778124,-90.456252 38.779054,-90.456259 38.779273,-90.456266 38.779493,-90.456272 38.779703,-90.456277 38.779855,-90.456281 38.779986,-90.455996 38.780091999999996,-90.455372 38.780371,-90.455329 38.78039,-90.453346 38.78124,-90.453225 38.781292,-90.451785 38.781912,-90.451389 38.782088,-90.451188 38.782168999999996,-90.450591 38.782419000000004,-90.44692 38.783977,-90.4467 38.783999,-90.44571 38.784056,-90.44503 38.784048999999996,-90.44486 38.784044,-90.443619 38.783924,-90.441035 38.783407,-90.439757 38.783128000000005,-90.438425 38.782834,-90.435853 38.782399,-90.433833 38.782489999999996,-90.433251 38.782607,-90.426835 38.786062,-90.426123 38.786358,-90.425651 38.786553999999995,-90.424983 38.786834999999996,-90.424906 38.786874999999995,-90.42423 38.787214,-90.42404 38.787317,-90.424005 38.787335999999996,-90.42379 38.787459999999996,-90.423591 38.787581,-90.422973 38.787958,-90.421218 38.789052,-90.420701 38.789390999999995,-90.419292 38.79011,-90.418984 38.790226000000004,-90.418222 38.790473,-90.417102 38.790739,-90.416151 38.790977999999996,-90.41542 38.791157999999996,-90.415126 38.791229,-90.413602 38.791606,-90.412103 38.79197,-90.410067 38.792463999999995,-90.409924 38.792499,-90.405932 38.794233,-90.405833 38.794309999999996,-90.404792 38.795255,-90.404298 38.795836,-90.404048 38.796182,-90.403752 38.796649,-90.403677 38.796782,-90.402954 38.798471,-90.402355 38.799992,-90.402011 38.800722,-90.400743 38.803290000000004,-90.400442 38.803897,-90.399719 38.805206999999996,-90.399654 38.805339000000004,-90.399554 38.805533,-90.399445 38.805743,-90.399397 38.805857,-90.399357 38.805946,-90.399107 38.806494,-90.398701 38.807814,-90.398733 38.811177,-90.398911 38.811986000000005,-90.398996 38.812274,-90.399049 38.812435,-90.399196 38.812895999999995,-90.399255 38.813092,-90.399376 38.813473,-90.400466 38.816945000000004,-90.400652 38.817521,-90.40069 38.817657,-90.400754 38.81785,-90.400805 38.818021,-90.400858 38.818175,-90.401009 38.818634,-90.401836 38.820797999999996,-90.402365 38.822159,-90.402393 38.82226,-90.402454 38.822484,-90.402515 38.822706,-90.402557 38.822857,-90.402579 38.822938,-90.402228 38.823478,-90.402122 38.823499,-90.402336 38.823533,-90.402827 38.823791,-90.402881 38.823999,-90.402945 38.824253999999996,-90.402998 38.824434,-90.403126 38.824666,-90.405983 38.829186,-90.406318 38.829595999999995,-90.406401 38.829712,-90.406974 38.830391,-90.411357 38.833354,-90.412296 38.833785,-90.412988 38.834092999999996,-90.413411 38.834286,-90.413863 38.834488
501	95	-1	0	0	0	0	-90.382697 38.604841,-90.382525 38.604704,-90.382383 38.604602,-90.382236 38.604507,-90.382102 38.604428,-90.381922 38.604337,-90.381756 38.604245,-90.381579 38.604154,-90.381337 38.604026000000005
38	36	-1	0	0	0	0	-90.398867 38.599284999999995,-90.398366 38.59977,-90.397514 38.600584
491	359	-1	0	0	0	0	-90.38889 38.60895,-90.388774 38.609064000000004,-90.388639 38.609194
7	456	-1	0	0	0	0	-90.386391 38.612187,-90.386449 38.612133,-90.386972 38.611631,-90.387185 38.611423
126	27	-1	0	0	0	0	-90.385556 38.611712,-90.385813 38.611911
126	355	-1	0	0	0	0	-90.385556 38.611712,-90.385488 38.611619000000005
252	389	-1	0	0	0	0	-90.396628 38.61309,-90.396482 38.613129
132	134	-1	0	0	0	0	-90.389987 38.609064000000004,-90.390074 38.608987
404	311	-1	0	0	0	0	-90.392313 38.615483,-90.392458 38.615702999999996,-90.392673 38.616067
258	189	-1	0	0	0	0	-90.397374 38.61407,-90.397405 38.614163000000005,-90.397442 38.614241,-90.397521 38.614405000000005,-90.397619 38.614569,-90.398407 38.615838
248	249	-1	0	0	0	0	-90.393182 38.612076,-90.393102 38.612111,-90.393028 38.612144
138	272	-1	0	0	0	0	-90.388362 38.599571999999995,-90.388091 38.599644999999995,-90.387774 38.599748000000005,-90.387417 38.599894,-90.387138 38.600031,-90.386873 38.600186,-90.386538 38.60044,-90.386132 38.600825
295	294	-1	0	0	0	0	-90.400466 38.610565,-90.400135 38.610642999999996,-90.400084 38.610656,-90.400024 38.610675,-90.399978 38.610695,-90.399948 38.610706,-90.399726 38.610815
313	320	-1	0	0	0	0	-90.384097 38.606527,-90.384271 38.606691
484	444	-1	0	0	0	0	-90.385228 38.607490999999996,-90.385339 38.607408
484	322	-1	0	0	0	0	-90.385228 38.607490999999996,-90.385298 38.607567
80	52	-1	0	0	0	0	-90.380245 38.601034999999996,-90.380164 38.601118,-90.380082 38.601209,-90.380014 38.60128,-90.379938 38.601348,-90.379879 38.601405,-90.379797 38.601476000000005,-90.379738 38.601527000000004,-90.379647 38.601578,-90.379542 38.601618,-90.379401 38.601663,-90.379266 38.601708,-90.379155 38.601748,-90.379084 38.601782
80	90	-1	0	0	0	0	-90.380245 38.601034999999996,-90.380475 38.60123,-90.380595 38.601375000000004,-90.38071 38.601571
80	82	-1	0	0	0	0	-90.380245 38.601034999999996,-90.380395 38.600892,-90.380531 38.60078,-90.380638 38.600687,-90.380717 38.600625,-90.380801 38.600572,-90.38089 38.60052,-90.380961 38.600488,-90.381048 38.600459,-90.381107 38.600439
106	105	-1	0	0	0	0	-90.388141 38.606336,-90.388254 38.606221000000005
106	303	-1	0	0	0	0	-90.388141 38.606336,-90.388343 38.606492,-90.388485 38.606606,-90.388598 38.606689,-90.388716 38.606797,-90.388797 38.606887,-90.388867 38.606992000000005
256	257	-1	0	0	0	0	-90.394345 38.613903,-90.39426 38.613941,-90.394198 38.613968
26	318	-1	0	0	0	0	-90.383809 38.613761,-90.383687 38.613873,-90.383523 38.613999
502	369	-1	0	0	0	0	-90.387868 38.611108,-90.387993 38.610987
115	116	-1	0	0	0	0	-90.382133 38.609629999999996,-90.382136 38.609573999999995,-90.382148 38.609544,-90.382171 38.609518,-90.382231 38.609465,-90.382658 38.609089999999995
129	307	-1	0	0	0	0	-90.399549 38.599968000000004,-90.399901 38.599608,-90.400593 38.598912,-90.400778 38.598724000000004
467	304	-1	0	0	0	0	-90.379938 38.603173999999996,-90.37963 38.602919,-90.379271 38.602554999999995
385	246	-1	0	0	0	0	-90.392796 38.611301,-90.392714 38.61134
78	63	-1	0	0	0	0	-90.383483 38.605573,-90.383363 38.605674
310	411	-1	0	0	0	0	-90.396933 38.617759,-90.396755 38.61784
310	497	-1	0	0	0	0	-90.396933 38.617759,-90.39699 38.61792
417	24	-1	0	0	0	0	-90.382653 38.614656,-90.382391 38.614846,-90.382193 38.614984,-90.382016 38.615094
169	280	-1	0	0	0	0	-90.396941 38.617425999999995,-90.396887 38.617348,-90.396801 38.617253000000005
363	494	-1	0	0	0	0	-90.390178 38.61308,-90.390355 38.613253,-90.39048 38.613369
336	467	-1	0	0	0	0	-90.380339 38.603468,-90.379987 38.603214,-90.379938 38.603173999999996
31	30	-1	0	0	0	0	-90.387452 38.610341,-90.387379 38.610406
31	457	-1	0	0	0	0	-90.387452 38.610341,-90.387298 38.610096999999996
384	136	-1	0	0	0	0	-90.392557 38.606573999999995,-90.393012 38.606127
107	422	-1	0	0	0	0	-90.388922 38.607112,-90.388944 38.607198,-90.388949 38.607263,-90.388963 38.607399,-90.388982 38.607549,-90.388993 38.607689,-90.389014 38.607845999999995,-90.389022 38.607955000000004
107	442	-1	0	0	0	0	-90.388922 38.607112,-90.389089 38.607021
438	13	-1	0	0	0	0	-90.388057 38.609753,-90.387965 38.609841,-90.387774 38.610027
134	135	-1	0	0	0	0	-90.390074 38.608987,-90.390125 38.608931999999996
36	177	-1	0	0	0	0	-90.397514 38.600584,-90.396895 38.601185,-90.396329 38.601728,-90.39564 38.602396
402	30	-1	0	0	0	0	-90.387177 38.610158999999996,-90.387379 38.610406
181	48	-1	0	0	0	0	-90.391517 38.613392000000005,-90.391533 38.613359,-90.391542 38.613351
223	447	-1	0	0	0	0	-90.392087 38.611638,-90.392484 38.611458
140	141	-1	0	0	0	0	-90.393162 38.602625,-90.39327 38.602502,-90.393458 38.602339
351	478	-1	0	0	0	0	-90.388597 38.611355,-90.388299 38.611085
344	454	-1	0	0	0	0	-90.385126 38.613751,-90.385334 38.613571,-90.38541 38.613496999999995
474	34	-1	0	0	0	0	-90.392188 38.605745,-90.392051 38.605884
388	60	-1	0	0	0	0	-90.383132 38.60583,-90.38287 38.606006
442	107	-1	0	0	0	0	-90.389089 38.607021,-90.388922 38.607112
442	455	-1	0	0	0	0	-90.389089 38.607021,-90.389296 38.606942000000004
209	261	-1	0	0	0	0	-90.395209 38.615409,-90.395116 38.615442
209	260	-1	0	0	0	0	-90.395209 38.615409,-90.395283 38.615383
229	251	-1	0	0	0	0	-90.397797 38.612777,-90.397423 38.612877999999995
241	239	-1	0	0	0	0	-90.391386 38.609984,-90.391444 38.609935
241	242	-1	0	0	0	0	-90.391386 38.609984,-90.391325 38.610034
315	503	-1	0	0	0	0	-90.402249 38.596892,-90.402209 38.596837,-90.402167 38.596793000000005,-90.402084 38.596697
37	341	-1	0	0	0	0	-90.401488 38.597982,-90.401639 38.597815
437	463	-1	0	0	0	0	-90.383983 38.604703,-90.384026 38.604703,-90.384066 38.604703,-90.384104 38.604712,-90.384141 38.604744
423	83	-1	0	0	0	0	-90.383239 38.601967,-90.383222 38.601989,-90.383087 38.602068,-90.3829 38.602194,-90.382766 38.602239999999995,-90.382594 38.602295999999996,-90.382332 38.602326000000005
362	410	-1	0	0	0	0	-90.39655 38.617270000000005,-90.396676 38.617376
53	196	-1	0	0	0	0	-90.39347 38.615888999999996,-90.393338 38.615925000000004
289	291	-1	0	0	0	0	-90.396986 38.609308999999996,-90.397686 38.608982
82	80	-1	0	0	0	0	-90.381107 38.600439,-90.381048 38.600459,-90.380961 38.600488,-90.38089 38.60052,-90.380801 38.600572,-90.380717 38.600625,-90.380638 38.600687,-90.380531 38.60078,-90.380395 38.600892,-90.380245 38.601034999999996
82	81	-1	0	0	0	0	-90.381107 38.600439,-90.38188 38.600142000000005,-90.381945 38.600142000000005
63	62	-1	0	0	0	0	-90.383363 38.605674,-90.383458 38.605794
63	388	-1	0	0	0	0	-90.383363 38.605674,-90.383132 38.60583
406	200	-1	0	0	0	0	-90.391982 38.614883,-90.391925 38.614815,-90.391646 38.614472,-90.3914 38.614177999999995,-90.391139 38.613864,-90.391004 38.613696000000004,-90.390888 38.613565,-90.3907 38.613372,-90.390522 38.613203999999996,-90.390282 38.612978
414	89	-1	0	0	0	0	-90.379165 38.602443,-90.379025 38.602515
145	141	-1	0	0	0	0	-90.393034 38.601918999999995,-90.393162 38.602053,-90.393458 38.602339
145	178	-1	0	0	0	0	-90.393034 38.601918999999995,-90.393267 38.601737,-90.393512 38.601546,-90.393667 38.6014,-90.393867 38.601245
16	15	-1	0	0	0	0	-90.382279 38.616008,-90.382669 38.61574
16	407	-1	0	0	0	0	-90.382279 38.616008,-90.38219 38.615970000000004,-90.382002 38.615809999999996
324	74	-1	0	0	0	0	-90.383109 38.6166,-90.38286 38.616417999999996
22	352	-1	0	0	0	0	-90.384442 38.614345,-90.384848 38.613995,-90.385049 38.613820000000004
22	443	-1	0	0	0	0	-90.384442 38.614345,-90.384479 38.614256999999995,-90.384657 38.614062000000004,-90.384965 38.613744
454	415	-1	0	0	0	0	-90.38541 38.613496999999995,-90.385863 38.613056,-90.38605 38.612876
308	10	-1	0	0	0	0	-90.3877 38.610921000000005,-90.387618 38.610841
450	8	-1	0	0	0	0	-90.384405 38.613237,-90.383911 38.613682
305	330	-1	0	0	0	0	-90.387696 38.610552999999996,-90.387625 38.61062
117	118	-1	0	0	0	0	-90.383593 38.608306999999996,-90.38363 38.608314,-90.383691 38.608356,-90.38416 38.608776
326	335	-1	0	0	0	0	-90.384308 38.604952999999995,-90.384188 38.605047,-90.38401 38.605179,-90.383881 38.605278999999996
326	463	-1	0	0	0	0	-90.384308 38.604952999999995,-90.384141 38.604744
326	380	-1	0	0	0	0	-90.384308 38.604952999999995,-90.384402 38.60507
276	277	-1	0	0	0	0	-90.396158 38.616761,-90.396105 38.616697
341	130	-1	0	0	0	0	-90.401639 38.597815,-90.401737 38.5977,-90.401933 38.59752,-90.402136 38.597321,-90.402261 38.597204000000005
418	402	-1	0	0	0	0	-90.386855 38.609718,-90.386924 38.609821,-90.387063 38.610009000000005,-90.387177 38.610158999999996
104	103	-1	0	0	0	0	-90.387806 38.605851,-90.38769 38.605951000000005
104	485	-1	0	0	0	0	-90.387806 38.605851,-90.387252 38.605407
83	87	-1	0	0	0	0	-90.382332 38.602326000000005,-90.381254 38.60235
434	481	-1	0	0	0	0	-90.385925 38.608244,-90.38605 38.608164
355	126	-1	0	0	0	0	-90.385488 38.611619000000005,-90.385556 38.611712
355	123	-1	0	0	0	0	-90.385488 38.611619000000005,-90.385446 38.611563000000004,-90.385182 38.611204
493	73	-1	0	0	0	0	-90.380362 38.614332000000005,-90.380843 38.614751999999996
493	195	-1	0	0	0	0	-90.380362 38.614332000000005,-90.380143 38.614141000000004,-90.379162 38.613325,-90.378372 38.612651,-90.375489 38.610040999999995
494	354	-1	0	0	0	0	-90.39048 38.613369,-90.390618 38.613496999999995,-90.390806 38.61368,-90.391053 38.613963,-90.391638 38.614663,-90.391887 38.614956
14	131	-1	0	0	0	0	-90.3892 38.609464,-90.389499 38.609273,-90.38966 38.60913,-90.389873 38.608946,-90.390097 38.608747,-90.390729 38.608207,-90.391119 38.607867,-90.391426 38.607603,-90.391768 38.607304,-90.392091 38.606992000000005,-90.392179 38.606939
14	504	-1	0	0	0	0	-90.3892 38.609464,-90.39267 38.606089,-90.395948 38.602855000000005,-90.396085 38.602715,-90.399169 38.599728,-90.400255 38.59872,-90.400395 38.598586,-90.400628 38.598363,-90.402249 38.596892,-90.402553 38.596659,-90.402783 38.596483,-90.403744 38.595859000000004,-90.405132 38.595115,-90.406352 38.5946,-90.406527 38.594537,-90.406651 38.594497000000004,-90.406723 38.594473,-90.408272 38.594034,-90.41039 38.593671,-90.410841 38.593634,-90.412592 38.59356,-90.413795 38.593522,-90.414371 38.593503,-90.414508 38.593494,-90.415121 38.59348,-90.41723 38.593334999999996,-90.417689 38.593233,-90.418199 38.593106,-90.419194 38.592867999999996,-90.420162 38.592735000000005,-90.420378 38.592724000000004,-90.420499 38.59272,-90.421416 38.592708,-90.42182 38.592706,-90.422219 38.592702,-90.424604 38.592706,-90.425056 38.592709,-90.428168 38.59273,-90.428362 38.592732,-90.428734 38.592732999999996,-90.428851 38.592734,-90.429407 38.592736,-90.430115 38.592862,-90.432513 38.593029,-90.433082 38.593069,-90.433491 38.593079,-90.434649 38.593117,-90.434669 38.593424,-90.434673 38.593567,-90.43475 38.595020000000005,-90.434925 38.5963,-90.43506 38.597089,-90.435071 38.597483,-90.435071 38.597659,-90.435087 38.598304,-90.43511 38.599205999999995,-90.43512 38.599624,-90.43512 38.599818,-90.435124 38.599951000000004,-90.435131 38.600156,-90.43514 38.60201,-90.435142 38.602422000000004,-90.435169 38.604219,-90.43517 38.604603999999995,-90.435116 38.605196,-90.435093 38.605391999999995,-90.435083 38.605511,-90.435064 38.605689999999996,-90.435046 38.605883,-90.435003 38.606464,-90.435081 38.607539,-90.435305 38.608588,-90.435463 38.609048,-90.43562 38.609509,-90.43568 38.609672,-90.435928 38.610382,-90.435963 38.610479999999995,-90.436002 38.610591,-90.436063 38.610776,-90.436121 38.610946,-90.43655 38.612198,-90.436814 38.612946,-90.437053 38.613567,-90.437265 38.613993,-90.437461 38.61434,-90.438544 38.615789,-90.439205 38.616595000000004,-90.439322 38.616741000000005,-90.439857 38.617428000000004,-90.440578 38.618556,-90.441262 38.619937,-90.441283 38.619995,-90.441564 38.620881,-90.441595 38.621015,-90.441645 38.621226,-90.441711 38.621522,-90.441729 38.621611,-90.441744 38.621685,-90.441753 38.621735,-90.441816 38.622035,-90.441923 38.622612000000004,-90.442121 38.623556,-90.442157 38.623729,-90.442198 38.623931,-90.442254 38.624217,-90.44232 38.624577,-90.442435 38.625301,-90.442489 38.625628,-90.442523 38.625838,-90.44256 38.626051000000004,-90.442598 38.626270000000005,-90.442621 38.626414,-90.442994 38.626577999999995,-90.4431 38.626567,-90.443295 38.626553,-90.443746 38.626339,-90.443704 38.626181,-90.443583 38.625738999999996,-90.443528 38.62559,-90.443494 38.625507999999996,-90.4429 38.623252,-90.442845 38.622967,-90.442673 38.622063,-90.442483 38.621088,-90.442029 38.619506,-90.442233 38.619456,-90.442494 38.619448,-90.442806 38.619447,-90.443225 38.619451999999995,-90.44414 38.619460000000004,-90.444276 38.619461,-90.444458 38.619462999999996,-90.444731 38.619466,-90.445025 38.61947,-90.445373 38.619474,-90.445853 38.619479,-90.445954 38.619481,-90.446295 38.619482000000005,-90.447724 38.619485999999995,-90.448442 38.619485,-90.449424 38.619487,-90.449474 38.617754000000005,-90.449457 38.616066000000004,-90.450464 38.613192,-90.450718 38.613096,-90.45146 38.612815999999995,-90.451636 38.612773000000004,-90.451767 38.612762000000004,-90.453251 38.613293999999996
14	505	-1	0	0	0	0	-90.3892 38.609464,-90.39267 38.606089,-90.395948 38.602855000000005,-90.396085 38.602715,-90.399169 38.599728,-90.400255 38.59872,-90.400395 38.598586,-90.400628 38.598363,-90.402249 38.596892,-90.402553 38.596659,-90.402783 38.596483,-90.403744 38.595859000000004,-90.405132 38.595115,-90.406352 38.5946,-90.406527 38.594537,-90.406651 38.594497000000004,-90.406723 38.594473,-90.407685 38.594245,-90.410495 38.593927,-90.412592 38.59356,-90.41298 38.593334999999996,-90.413864 38.592284,-90.413968 38.592051999999995,-90.414042 38.591778000000005,-90.414092 38.590987,-90.413926 38.590235,-90.413048 38.587630000000004,-90.412394 38.585752,-90.41215 38.584900000000005,-90.411723 38.583267,-90.411646 38.58298,-90.411208 38.581379,-90.410878 38.577951999999996,-90.411181 38.576475,-90.41122 38.576262,-90.411426 38.575184,-90.411495 38.574857,-90.411528 38.574696,-90.411567 38.574467,-90.411599 38.574309,-90.411719 38.573683,-90.410933 38.569364,-90.410576 38.568897,-90.410458 38.568741,-90.410294 38.568522,-90.410187 38.568379,-90.409809 38.567868000000004,-90.409246 38.567122,-90.409099 38.566929,-90.408563 38.566188,-90.408342 38.565833999999995,-90.408229 38.565696,-90.405651 38.560451,-90.405393 38.55934,-90.405098 38.558159,-90.404695 38.556633000000005,-90.404076 38.554193999999995,-90.404027 38.554010000000005,-90.403863 38.553421,-90.40543 38.547662,-90.406201 38.545994,-90.407596 38.542972,-90.407625 38.542891999999995,-90.407697 38.542696,-90.407768 38.542496,-90.40792 38.541889999999995,-90.407823 38.539902,-90.407397 38.538307,-90.407351 38.538131,-90.407325 38.538031000000004,-90.406509 38.534598,-90.405917 38.53098,-90.405892 38.530836,-90.405866 38.530682,-90.405857 38.530637,-90.405829 38.530443000000005,-90.405587 38.529246,-90.405549 38.529128,-90.404935 38.527696,-90.404713 38.527193,-90.404632 38.526973999999996,-90.404574 38.526838,-90.404528 38.526696,-90.404482 38.526537000000005,-90.404456 38.526389,-90.404397 38.525103,-90.404674 38.522766000000004,-90.40471 38.522558000000004,-90.40477 38.522137,-90.404807 38.521798000000004,-90.404775 38.520488,-90.404756 38.519925,-90.404712 38.518642,-90.404569 38.514213999999996,-90.399547 38.504451,-90.39917 38.503838,-90.39891 38.50322,-90.398363 38.501149,-90.398282 38.500832,-90.397494 38.497003,-90.397404 38.49664,-90.397367 38.496481,-90.397324 38.496306000000004,-90.39726 38.496010999999996,-90.397228 38.495863,-90.397052 38.495898,-90.396887 38.495920999999996,-90.396717 38.495964,-90.396186 38.496078,-90.395964 38.496121,-90.395735 38.495194999999995,-90.395455 38.4941,-90.395273 38.493352,-90.395197 38.493051,-90.395149 38.49286,-90.39497 38.492155,-90.394925 38.491968,-90.394394 38.489821,-90.394167 38.488894,-90.393751 38.487239
